date,1. open,2. high,3. low,4. close,5. volume
2019-03-29 15:50:00,26.16,26.18,26.16,26.18,300.0
2019-03-29 15:51:00,26.19,26.19,26.19,26.19,500.0
2019-03-29 15:52:00,26.19,26.25,26.19,26.2,2294.0
2019-03-29 15:53:00,26.2,26.2,26.2,26.2,100.0
2019-03-29 15:57:00,26.16,26.16,26.15,26.15,200.0
2019-03-29 15:59:00,26.17,26.17,26.17,26.17,100.0
2019-03-29 16:00:00,26.2,26.2,26.2,26.2,144.0
2019-04-01 09:31:00,26.27,26.27,26.27,26.27,0.0
2019-04-01 09:42:00,26.1728,26.1728,26.1728,26.1728,150.0
2019-04-01 09:45:00,26.19,26.19,26.19,26.19,700.0
2019-04-01 10:06:00,26.27,26.27,26.27,26.27,277.0
2019-04-01 11:49:00,26.25,26.25,26.25,26.25,131.0
2019-04-01 11:52:00,26.23,26.23,26.23,26.23,1028.0
2019-04-01 11:54:00,26.2554,26.2554,26.2554,26.2554,1034.0
2019-04-01 12:01:00,26.2466,26.2466,26.2466,26.2466,100.0
2019-04-01 12:15:00,26.2661,26.2661,26.2661,26.2661,1016.0
2019-04-01 12:19:00,26.215,26.215,26.215,26.215,200.0
2019-04-01 12:24:00,26.2275,26.2275,26.2275,26.2275,100.0
2019-04-01 12:52:00,26.29,26.29,26.29,26.29,110.0
2019-04-01 13:01:00,26.297,26.3,26.297,26.3,921.0
2019-04-01 13:35:00,26.29,26.29,26.2199,26.29,131.0
2019-04-01 14:34:00,26.2791,26.2791,26.2652,26.2652,856.0
2019-04-01 14:37:00,26.227,26.227,26.227,26.227,433.0
2019-04-01 14:45:00,26.2306,26.2306,26.2306,26.2306,475.0
2019-04-01 14:46:00,26.2981,26.2981,26.2981,26.2981,1090.0
2019-04-01 14:53:00,26.28,26.28,26.28,26.28,131.0
2019-04-01 15:22:00,26.28,26.28,26.28,26.28,254.0
2019-04-01 15:29:00,26.3,26.3,26.3,26.3,476.0
2019-04-01 15:30:00,26.3,26.3,26.3,26.3,819.0
2019-04-01 15:55:00,26.38,26.38,26.38,26.38,470.0
2019-04-01 16:00:00,26.42,26.42,26.42,26.42,307.0
2019-04-02 09:33:00,26.38,26.38,26.38,26.38,0.0
2019-04-02 09:51:00,26.21,26.21,26.2,26.2,1000.0
2019-04-02 10:39:00,26.2601,26.2601,26.2601,26.2601,137.0
2019-04-02 11:36:00,26.32,26.32,26.32,26.32,400.0
2019-04-02 11:56:00,26.32,26.32,26.25,26.25,1213.0
2019-04-02 12:09:00,26.2242,26.2242,26.2242,26.2242,1500.0
2019-04-02 13:00:00,26.2,26.2,26.2,26.2,150.0
2019-04-02 13:31:00,26.25,26.25,26.25,26.25,807.0
2019-04-02 13:35:00,26.295,26.3004,26.25,26.2694,2093.0
2019-04-02 13:46:00,26.295,26.295,26.25,26.295,640.0
2019-04-02 13:53:00,26.35,26.35,26.35,26.35,720.0
2019-04-02 13:55:00,26.34,26.34,26.34,26.34,131.0
2019-04-02 14:07:00,26.35,26.35,26.35,26.35,131.0
2019-04-02 14:22:00,26.35,26.49,26.35,26.49,728.0
2019-04-02 14:23:00,26.49,26.5,26.49,26.5,250.0
2019-04-02 14:24:00,26.5,26.5,26.5,26.5,500.0
2019-04-02 14:25:00,26.5887,26.59,26.58,26.59,1460.0
2019-04-02 14:26:00,26.59,26.6,26.59,26.6,549.0
2019-04-02 14:28:00,26.64,26.64,26.62,26.62,224.0
2019-04-02 14:33:00,26.55,26.55,26.55,26.55,100.0
2019-04-02 14:51:00,26.64,26.65,26.6391,26.65,886.0
2019-04-02 14:59:00,26.69,26.7,26.69,26.7,665.0
2019-04-02 15:18:00,26.635,26.635,26.61,26.6123,2052.0
2019-04-02 15:25:00,26.65,26.67,26.65,26.67,386.0
2019-04-02 15:30:00,26.67,26.67,26.67,26.67,100.0
2019-04-02 15:38:00,26.6508,26.6508,26.6508,26.6508,550.0
2019-04-02 15:52:00,26.67,26.67,26.67,26.67,100.0
2019-04-02 15:54:00,26.66,26.66,26.66,26.66,262.0
2019-04-02 16:00:00,26.66,26.68,26.66,26.68,18596.0
2019-04-03 09:31:00,26.69,26.69,26.69,26.69,0.0
2019-04-03 09:53:00,26.84,26.88,26.84,26.88,200.0
2019-04-03 10:25:00,26.86,26.86,26.86,26.86,100.0
2019-04-03 10:37:00,26.84,26.88,26.84,26.88,224.0
2019-04-03 10:52:00,26.6665,26.6665,26.6665,26.6665,223.0
2019-04-03 11:08:00,26.5829,26.5829,26.5829,26.5829,184.0
2019-04-03 11:25:00,26.75,26.75,26.75,26.75,262.0
2019-04-03 11:46:00,26.75,26.75,26.75,26.75,255.0
2019-04-03 11:53:00,26.8,26.8,26.8,26.8,200.0
2019-04-03 11:56:00,26.82,26.8286,26.82,26.8286,304.0
2019-04-03 11:59:00,26.82,26.82,26.82,26.82,288.0
2019-04-03 12:30:00,26.82,26.82,26.82,26.82,0.0
2019-04-03 12:56:00,26.82,26.88,26.82,26.88,3871.0
2019-04-03 13:23:00,26.7579,26.82,26.7579,26.7579,1200.0
2019-04-03 13:34:00,26.7162,26.7162,26.7162,26.7162,900.0
2019-04-03 13:52:00,26.7506,26.7506,26.7506,26.7506,200.0
2019-04-03 14:03:00,26.8176,26.8176,26.8176,26.8176,0.0
2019-04-03 14:13:00,26.6417,26.6417,26.6417,26.6417,7886.0
2019-04-03 14:17:00,26.7302,26.7302,26.7302,26.7302,300.0
2019-04-03 14:23:00,26.78,26.8076,26.78,26.79,1245.0
2019-04-03 14:32:00,26.81,26.87,26.81,26.87,935.0
2019-04-03 14:48:00,26.61,26.61,26.61,26.61,400.0
2019-04-03 15:07:00,26.87,26.88,26.86,26.88,524.0
2019-04-03 15:11:00,26.6127,26.6127,26.6127,26.6127,100.0
2019-04-03 15:38:00,26.8776,26.8776,26.8776,26.8776,305.0
2019-04-03 15:45:00,26.7213,26.7213,26.7213,26.7213,1500.0
2019-04-03 15:58:00,26.81,26.81,26.81,26.81,100.0
2019-04-03 15:59:00,26.88,26.88,26.88,26.88,100.0
2019-04-03 16:00:00,26.84,26.88,26.84,26.88,379.0
